id,ident,type,name,municipality,iso_country,iata,icao,latitude_deg,longitude_deg
42257,AE-0001,small_airport,Batha Airport,Batha,SA,,OEBT,24.214693,51.44989
300646,AEI,heliport,Algeciras Heliport,Algeciras,ES,,LEAG,36.12882,-5.441079
336537,AG-0001,medium_airport,Burton-Nibbs International Airport,Codrington,AG,BBQ,TAPB,17.621194,-61.798347
30634,AGGA,small_airport,Gwaunaru'u Airport,Auki,SB,AKS,AGGA,-8.70257,160.682007
302047,AGGB,small_airport,Bellona/Anua Airport,Anua,SB,BNY,AGGB,-11.3022222222,159.798333333
302291,AGGC,small_airport,Choiseul Bay Airport,Choiseul Bay,SB,CHY,AGGC,-6.711944,156.396111
30678,AGGE,small_airport,Ballalae Airport,Ballalae,SB,BAS,AGGE,-6.990745,155.886656
35167,AGGF,small_airport,Fera/Maringe Airport,Fera Island,SB,FRE,AGGF,-8.1075,159.576996
3,AGGH,large_airport,Honiara International Airport,Honiara,SB,HIR,AGGH,-9.428,160.054993
31686,AGGK,small_airport,Ngorangora Airport,Kirakira,SB,IRA,AGGK,-10.4497003555,161.897994995
32275,AGGL,small_airport,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,SB,SCZ,AGGL,-10.7203,165.794998
4,AGGM,medium_airport,Munda Airport,Munda,SB,MUA,AGGM,-8.32797,157.263
31563,AGGN,small_airport,Nusatupe Airport,Gizo,SB,GZO,AGGN,-8.09778022766,156.863998413
31932,AGGO,small_airport,Mono Airport,Stirling Island,SB,MNY,AGGO,-7.41694,155.565002
35171,AGGR,small_airport,Rennell/Tingoa Airport,Rennell Island,SB,RNL,AGGR,-11.55,160.062778
308425,AGGT,small_airport,Santa Ana Airport,Santa Ana Island,SB,NNB,AGGT,-10.847994,162.454108
32238,AGGU,small_airport,Marau Airport,Marau,SB,RUS,AGGU,-9.86167,160.824997
32564,AGGV,small_airport,Suavanao Airport,Suavanao,SB,VAO,AGGV,-7.58556,158.731003
302292,AGGY,small_airport,Yandina Airport,Yandina,SB,XYA,AGGY,-9.092816,159.21841
35169,AGKG,small_airport,Kaghau Airport,Kagau Island,SB,KGE,AGKG,-7.3305,157.585
508090,AGOB,small_airport,Manaoba Airport,Manaoba,SB,MHM,AGOB,-8.325008,160.80051
35168,AGOK,small_airport,Gatokae Aerodrome,Gatokae,SB,GTA,AGOK,-8.738358,158.202836
35170,AGRM,small_airport,Ramata Airport,Ramata,SB,RBV,AGRM,-8.168060302734375,157.64300537109375
8,ANYN,medium_airport,Nauru International Airport,Yaren,NR,INU,ANYN,-0.547893,166.919525
314558,AXF,medium_airport,Alxa Left Banner Bayanhot Airport,Bayanhot,CN,AXF,ZBAL,38.748317,105.58416
35179,AYBA,medium_airport,Baimuru Airport,Baimuru,PG,VMU,AYBA,-7.496955,144.821756
53,AYBK,medium_airport,Buka Airport,Buka Island,PG,BUA,AYBK,-5.422299,154.672698
35180,AYBM,medium_airport,Balimo Airport,Balimo,PG,OPU,AYBM,-8.05000019073,142.932998657
54,AYCH,medium_airport,Chimbu Airport,Kundiawa,PG,CMU,AYCH,-6.024290084838867,144.9709930419922
55,AYDU,medium_airport,Daru Airport,Daru,PG,DAU,AYDU,-9.08676,143.207993
301979,AYET,small_airport,Bosset Airport,Bosset,PG,BOT,AYET,-7.237257,141.1063222
56,AYGA,medium_airport,Goroka Airport,Goronka,PG,GKA,AYGA,-6.081689834590001,145.391998291
57,AYGN,medium_airport,Gurney Airport,Gurney,PG,GUR,AYGN,-10.3114995956,150.333999634
58,AYGR,medium_airport,Girua Airport,Popondetta,PG,PNP,AYGR,-8.80453968048,148.309005737
31542,AYGT,small_airport,Gasmata Island Airport,Gasmata Island,PG,GMI,AYGT,-6.27111005783,150.330993652
59,AYHK,medium_airport,Hoskins Airport,Kimbe,PG,HKN,AYHK,-5.463846,150.407327
302264,AYIQ,small_airport,Aropa Airport,Kieta,PG,KIE,AYIQ,-6.305727,155.728249
35188,AYKA,small_airport,Losuia Airport,Losuia,PG,LSA,AYKA,-8.505820274353027,151.08099365234375
35185,AYKI,small_airport,Kiunga Airport,Kiunga,PG,UNG,AYKI,-6.1257100105285645,141.28199768066406
35184,AYKK,small_airport,Kikori Airport,Kikori,PG,KRI,AYKK,-7.42438,144.250076
60,AYKM,medium_airport,Kerema Airport,Kerema,PG,KMA,AYKM,-7.96361017227,145.770996094
61,AYKV,medium_airport,Kavieng Airport,Kavieng,PG,KVG,AYKV,-2.57940006256,150.807998657
31837,AYKY,small_airport,Londolovit Airport,Londolovit,PG,LNV,AYKY,-3.04361009598,152.628997803
62,AYMD,medium_airport,Madang Airport,Madang,PG,MAG,AYMD,-5.20707988739,145.789001465
63,AYMH,medium_airport,Mount Hagen Kagamuga Airport,Mount Hagen,PG,HGU,AYMH,-5.828212,144.299412
64,AYMN,medium_airport,Mendi Airport,Mendi,PG,MDU,AYMN,-6.14774,143.656998
65,AYMO,medium_airport,Momote Airport,Manus Island,PG,MAS,AYMO,-2.06189,147.423996
31981,AYMR,small_airport,Moro Airport,Moro,PG,MXH,AYMR,-6.36332988739,143.238006592
31911,AYMS,small_airport,Misima Island Airport,Misima Island,PG,MIS,AYMS,-10.6892004013,152.837997437
66,AYNZ,large_airport,Nadzab Tomodachi International Airport,Lae,PG,LAE,AYNZ,-6.567995,146.726544
35190,AYOB,small_airport,Obo Airport,Obo,PG,OBX,AYOB,-7.590622421369999,141.324262619
67,AYPY,large_airport,Port Moresby Jacksons International Airport,Port Moresby,PG,POM,AYPY,-9.44338035583496,147.22000122070312
309428,AYSS,small_airport,Sasereme Airport,Sasereme,PG,TDS,AYSS,-7.6217,142.868
32451,AYTA,small_airport,Tari Airport,Tari,PG,TIZ,AYTA,-5.845,142.947998
32425,AYTB,small_airport,Tabubil Airport,Tabubil,PG,TBG,AYTB,-5.280471,141.227576
307594,AYTI,small_airport,Tapini Airport,Tapini,PG,TPI,AYTI,-8.35666666667,146.989166667
68,AYTK,medium_airport,Tokua Airport,Kokopo,PG,RAB,AYTK,-4.34046,152.380005
35192,AYTU,small_airport,Tufi Airport,Tufi,PG,TFI,AYTU,-9.07595443726,149.319839478
69,AYVN,medium_airport,Vanimo Airport,Vanimo,PG,VAI,AYVN,-2.6926,141.3028
70,AYWD,medium_airport,Wapenamanda Airport,Wapenamanda,PG,WBM,AYWD,-5.635293,143.892231
71,AYWK,medium_airport,Wewak International Airport,Wewak,PG,WWK,AYWK,-3.58383011818,143.669006348
31697,BGAA,medium_airport,Aasiaat Airport,Aasiaat,GL,JEG,BGAA,68.721802,-52.784698
113,BGBW,heliport,Narsarsuaq Airport,Narsarsuaq,GL,UAK,BGBW,61.15958,-45.42469
35299,BGCH,heliport,Qasigiannguit Heliport,Qasigiannguit,GL,JCH,BGCH,68.822816,-51.173447
30839,BGCO,medium_airport,Neerlerit Inaat Airport,Neerlerit Inaat,GL,CNP,BGCO,70.743103,-22.650499
114,BGGH,large_airport,Nuuk International Airport,Nuuk,GL,GOH,BGGH,64.191066,-51.67914
44054,BGIG,heliport,Iginniarfik Heliport,Iginniarfik,GL,QFI,BGIG,68.14583,-53.16916
31694,BGJN,medium_airport,Ilulissat Airport,Ilulissat,GL,JAV,BGJN,69.243202,-51.057098
31786,BGKK,medium_airport,Kulusuk Airport,Kulusuk,GL,KUS,BGKK,65.573601,-37.1236
31711,BGMQ,small_airport,Maniitsoq Airport,Maniitsoq,GL,JSU,BGMQ,65.412498,-52.9394
44065,BGPT,small_airport,Paamiut Airport,Paamiut,GL,JFR,BGPT,62.014736,-49.670937
32004,BGQQ,medium_airport,Qaanaaq Airport,Qaanaaq,GL,NAQ,BGQQ,77.488602,-69.388702
115,BGSF,medium_airport,Kangerlussuaq International Airport,Kangerlussuaq,GL,SFJ,BGSF,67.010446,-50.715294
44069,BGSG,heliport,Sermiligaaq Heliport,Sermiligaaq,GL,SGG,BGSG,65.90592,-36.378254
44070,BGSI,heliport,Siorapaluk Heliport,Siorapaluk,GL,SRK,BGSI,77.786517,-70.638657
323783,BGSO,heliport,Saarloq Heliport,Saarloq,GL,QOQ,BGSO,60.537778,-46.024722
35301,BGSQ,heliport,Saqqaq Heliport,Saqqaq,GL,,BGSQ,70.011448,-51.932142
31700,BGSS,medium_airport,Sisimiut Airport,Sisimiut,GL,JHS,BGSS,66.951302,-53.729301
43222,BGST,heliport,Saattut Heliport,Saattut,GL,SAE,BGST,70.811172,-51.63129
44068,BGSV,heliport,Savissivik Heliport,Savissivik,GL,SVR,BGSV,76.018613,-65.117683
44075,BGTA,heliport,Tasiusaq Heliport,Tasiusaq,GL,TQA,BGTA,73.373055,-56.06028
116,BGTL,medium_airport,Pituffik Space Base,Pituffik,GL,THU,BGTL,76.53063,-68.700541
44076,BGTN,heliport,Tiniteqilaaq Heliport,Tiniteqilaaq,GL,TQI,BGTN,65.892027,-37.783409
44074,BGTQ,heliport,Tasiusaq Heliport,Tasiusak,GL,XEQ,BGTQ,60.194305,-44.813447
31713,BGUK,small_airport,Upernavik Airport,Upernavik,GL,JUV,BGUK,72.790199,-56.1306
43225,BGUM,heliport,Uummannaq Heliport,Uummannaq,GL,UMD,BGUM,70.680428,-52.11163
31709,BGUQ,small_airport,Qaarsut Airport,Uummannaq,GL,JQA,BGUQ,70.7342,-52.696201
43223,BGUT,heliport,Ukkusissat Heliport,Ukkusissat,GL,JUK,BGUT,71.049438,-51.890016
117,BIAR,large_airport,Akureyri International Airport,Akureyri,IS,AEY,BIAR,65.656573,-18.072018
119,BIEG,medium_airport,Egilsstaðir Airport,Egilsstaðir,IS,EGS,BIEG,65.2833023071289,-14.401399612426758
31549,BIGR,medium_airport,Grímsey Airport,Grímsey/Sandvík,IS,GRY,BIGR,66.5458,-18.0173
120,BIHN,medium_airport,Hornafjörður Airport,Höfn,IS,HFN,BIHN,64.295601,-15.2272
122,BIIS,medium_airport,Ísafjörður Airport,Ísafjörður,IS,IFJ,BIIS,66.058098,-23.1353
123,BIKF,large_airport,Keflavik International Airport,Reykjavík,IS,KEF,BIKF,63.985001,-22.6056
125,BIRK,medium_airport,Reykjavík Domestic Airport,Reykjavík,IS,RKV,BIRK,64.128732,-21.93759
127,BITN,small_airport,Þórshöfn Airport,Þórshöfn,IS,THO,BITN,66.218459,-15.334739
32593,BIVO,medium_airport,Vopnafjörður Airport,Vopnafjörður,IS,VPN,BIVO,65.720596,-14.8506
4614,BKPR,large_airport,Priština Adem Jashari International Airport,Prishtina,XK,PRN,BKPR,42.5728,21.035801
333222,BR-0569,medium_airport,Glauber de Andrade Rocha Airport,Vitória da Conquista,BR,VDC,SBVC,-14.907885,-40.914804
664,CBBC,medium_airport,Bella Bella (Campbell Island) Airport,Bella Bella,CA,ZEL,CBBC,52.185001,-128.156994
323881,CN-0062,medium_airport,Bazhong Enyang Airport,Bazhong,CN,BZX,ZUBZ,31.73842,106.644872
44157,CN-0079,medium_airport,Shaoguan Danxia Airport,Shaoguan,CN,HSC,ZGSG,24.9786,113.420998
44159,CN-0081,medium_airport,Jinggangshan Airport,Ji'an,CN,JGS,ZSGS,26.856899,114.737
44232,CN-0154,medium_airport,Jiaxing Nanhu Airport,"Xiuzhou, Hangzhou",CN,JNH,ZSJX,30.698056,120.663056
350882,CN-0236,medium_airport,Shigatse Tingri Airport,Xigazê (Dingri),CN,DDR,ZUDR,28.604567,86.798
350883,CN-0237,medium_airport,Tashikuergan Hongqilafu Airport,Tashikuergan,CN,HQL,ZWTK,37.661333,75.288877
355952,CN-0359,small_airport,Zhaosu Tianma Airport,Zhaosu,CN,ZFL,ZWZS,43.088477,81.223013
525153,CN-0415,small_airport,Hejing Bayinbuluke Airport,Hejing,CN,HJB,ZWHJ,42.976395,83.995543
525757,CN-0417,small_airport,Qitai Jiangbulake Airport,Qitai,CN,JBK,ZWQT,44.166086,89.55014
598595,CN-0476,medium_airport,Bengbu Tenghu Airport,Bengbu,CN,BFY,ZSBA,33.166292,117.058344
46596,CYAB,small_airport,Arctic Bay Airport,Arctic Bay,CA,YAB,CYAB,73.006101,-85.04616
1652,CYAC,small_airport,Cat Lake Airport,Cat Lake,CA,YAC,CYAC,51.7272,-91.824402
1654,CYAG,medium_airport,Fort Frances Municipal Airport,Fort Frances,CA,YAG,CYAG,48.655749,-93.44349
1656,CYAL,small_airport,Alert Bay Airport,Alert Bay,CA,YAL,CYAL,50.582199,-126.916
1657,CYAM,medium_airport,Sault Ste Marie Airport,Sault Ste Marie,CA,YAM,CYAM,46.483216,-84.508467
1658,CYAQ,medium_airport,Kasabonika Airport,Kasabonika,CA,XKS,CYAQ,53.52470016479492,-88.6427993774414
1659,CYAS,small_airport,Kangirsuk Airport,Kangirsuk,CA,YKG,CYAS,60.027199,-69.999199
1660,CYAT,small_airport,Attawapiskat Airport,Attawapiskat,CA,YAT,CYAT,52.927502,-82.4319
1662,CYAV,medium_airport,Winnipeg / St. Andrews Airport,Winnipeg/Saint Andrews,CA,,CYAV,50.0564,-97.032501
1664,CYAX,medium_airport,Lac du Bonnet Airport,Lac du Bonnet,CA,,CYAX,50.294399,-96.010002
1665,CYAY,medium_airport,St. Anthony Airport,St. Anthony,CA,YAY,CYAY,51.391909,-56.08321
1666,CYAZ,medium_airport,Tofino / Long Beach Airport,Tofino,CA,YAZ,CYAZ,49.079833,-125.775583
1668,CYBB,small_airport,Kugaaruk Airport,Kugaaruk,CA,YBB,CYBB,68.535711,-89.805508
1669,CYBC,medium_airport,Baie-Comeau Airport,Baie-Comeau,CA,YBC,CYBC,49.1325,-68.204399
1670,CYBD,medium_airport,Bella Coola Airport,Bella Coola,CA,QBC,CYBD,52.387501,-126.596001
1671,CYBE,small_airport,Uranium City Airport,Uranium City,CA,YBE,CYBE,59.561401,-108.481003
1672,CYBF,medium_airport,Bonnyville Airport,Bonnyville,CA,YBY,CYBF,54.304199,-110.744003
1673,CYBG,medium_airport,Saguenay-Bagotville Airport,Saguenay,CA,YBG,CYBG,48.330123,-70.992012
1674,CYBK,medium_airport,Baker Lake Airport,Baker Lake,CA,YBK,CYBK,64.29889678960001,-96.077796936
1675,CYBL,medium_airport,Campbell River Airport,Campbell River,CA,YBL,CYBL,49.950802,-125.271004
1677,CYBQ,small_airport,Tadoule Lake Airport,Tadoule Lake,CA,XTL,CYBQ,58.706308,-98.511057
1678,CYBR,medium_airport,Brandon Municipal Airport,Brandon,CA,YBR,CYBR,49.91,-99.951897
1679,CYBT,small_airport,Brochet Airport,Brochet,CA,YBT,CYBT,57.8894,-101.679001
1681,CYBV,small_airport,Berens River Airport,Berens River,CA,YBV,CYBV,52.358898,-97.018303
1683,CYBX,medium_airport,Lourdes-de-Blanc-Sablon Airport,Blanc-Sablon,CA,YBX,CYBX,51.4436,-57.185299
1684,CYCA,small_airport,Cartwright Airport,Cartwright,CA,YRF,CYCA,53.682501,-57.042303
1685,CYCB,medium_airport,Cambridge Bay Airport,Cambridge Bay,CA,YCB,CYCB,69.1081008911,-105.138000488
1687,CYCD,medium_airport,Nanaimo Airport,Nanaimo,CA,YCD,CYCD,49.05497,-123.869863
1689,CYCG,medium_airport,Castlegar/West Kootenay Regional Airport,Castlegar,CA,YCG,CYCG,49.296398,-117.632004
1691,CYCL,medium_airport,Charlo Airport,Charlo,CA,YCL,CYCL,47.990799,-66.330299
1693,CYCO,small_airport,Kugluktuk Airport,Kugluktuk,CA,YCO,CYCO,67.816408,-115.14307
1696,CYCR,small_airport,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,CA,YCR,CYCR,54.609758,-97.762442
1697,CYCS,small_airport,Chesterfield Inlet Airport,Chesterfield Inlet,CA,YCS,CYCS,63.346901,-90.731102
1701,CYCY,small_airport,Clyde River Airport,Clyde River,CA,YCY,CYCY,70.486099,-68.516701
1703,CYDA,medium_airport,Dawson City Airport,Dawson City,CA,YDA,CYDA,64.04309844970703,-139.1280059814453
1706,CYDF,medium_airport,Deer Lake Airport,Deer Lake,CA,YDF,CYDF,49.208159,-57.396147
1708,CYDL,small_airport,Dease Lake Airport,Dease Lake,CA,YDL,CYDL,58.422199,-130.031998
1710,CYDN,medium_airport,Dauphin Barker Airport,Dauphin,CA,YDN,CYDN,51.1008,-100.052002
1712,CYDP,small_airport,Nain Airport,Nain,CA,YDP,CYDP,56.550778,-61.682224
1717,CYEG,large_airport,Edmonton International Airport,Edmonton,CA,YEG,CYEG,53.3097,-113.580002
1718,CYEK,small_airport,Arviat Airport,Arviat,CA,YEK,CYEK,61.0942,-94.070801
1722,CYER,small_airport,Fort Severn Airport,Fort Severn,CA,YER,CYER,56.018902,-87.676102
1726,CYEV,medium_airport,Inuvik Mike Zubko Airport,Inuvik,CA,YEV,CYEV,68.30419921880001,-133.483001709
1728,CYFA,small_airport,Fort Albany Airport,Fort Albany,CA,YFA,CYFA,52.203451,-81.695194
1729,CYFB,medium_airport,Iqaluit Airport,Iqaluit,CA,YFB,CYFB,63.756402,-68.555801
1730,CYFC,medium_airport,Fredericton International Airport,Fredericton,CA,YFC,CYFC,45.868697,-66.529891
1733,CYFH,small_airport,Fort Hope Airport,Fort Hope,CA,YFH,CYFH,51.561901,-87.907799
1735,CYFO,small_airport,Flin Flon Airport,Flin Flon,CA,YFO,CYFO,54.678101,-101.681999
1737,CYFS,medium_airport,Fort Simpson Airport,Fort Simpson,CA,YFS,CYFS,61.76020050048828,-121.23699951171876
1738,CYFT,small_airport,Makkovik Airport,Makkovik,CA,YMN,CYFT,55.077335,-59.187942
1742,CYGH,small_airport,Fort Good Hope Airport,Fort Good Hope,CA,YGH,CYGH,66.240658,-128.647757
1744,CYGL,medium_airport,La Grande Rivière Airport,La Grande Rivière,CA,YGL,CYGL,53.625301361083984,-77.7042007446289
1746,CYGO,small_airport,Gods Lake Narrows Airport,Gods Lake Narrows,CA,YGO,CYGO,54.55768,-94.490061
1747,CYGP,medium_airport,Michel-Pouliot Gaspé Airport,Gaspé,CA,YGP,CYGP,48.774915,-64.481893
1749,CYGR,medium_airport,Îles-de-la-Madeleine Airport,Les Îles-de-la-Madeleine,CA,YGR,CYGR,47.425242,-61.778612
1750,CYGT,small_airport,Igloolik Airport,Igloolik,CA,YGT,CYGT,69.3647,-81.816101
1751,CYGV,medium_airport,Havre-Saint-Pierre Airport,Havre-Saint-Pierre,CA,YGV,CYGV,50.281898,-63.611401
1752,CYGW,medium_airport,Kuujjuarapik Airport,Kuujjuarapik,CA,YGW,CYGW,55.28189849853516,-77.76529693603516
1753,CYGX,small_airport,Gillam Airport,Gillam,CA,YGX,CYGX,56.35712,-94.711504
1754,CYGZ,small_airport,Grise Fiord Airport,Grise Fiord,CA,YGZ,CYGZ,76.425823,-82.908583
1755,CYHA,small_airport,Quaqtaq Airport,Quaqtaq,CA,YQC,CYHA,61.046398,-69.617798
28453,CYHC,seaplane_base,Vancouver Harbour Water Aerodrome,Vancouver,CA,CXH,CYHC,49.291265,-123.11717
1760,CYHH,small_airport,Nemiscau Airport,Nemiscau,CA,YNS,CYHH,51.691101,-76.135597
1761,CYHI,small_airport,Ulukhaktok Holman Airport,Ulukhaktok,CA,YHI,CYHI,70.762802,-117.806
1762,CYHK,small_airport,Gjoa Haven Airport,Gjoa Haven,CA,YHK,CYHK,68.635597,-95.849701
1763,CYHM,medium_airport,John C. Munro Hamilton International Airport,Hamilton,CA,YHM,CYHM,43.17348,-79.931185
1765,CYHO,small_airport,Hopedale Airport,Hopedale,CA,YHO,CYHO,55.448757,-60.228124
1465,CYHP,small_airport,Poplar Hill Airport,Poplar Hill,CA,YHP,CYHP,52.1133,-94.2556
1766,CYHR,small_airport,Chevery Airport,Chevery,CA,YHR,CYHR,50.468322,-59.637823
1768,CYHU,medium_airport,Montréal / Saint-Hubert Metropolitan Airport,Montréal,CA,YHU,CYHU,45.517502,-73.416901
1769,CYHY,medium_airport,Hay River / Merlyn Carter Airport,Hay River,CA,YHY,CYHY,60.8396987915,-115.782997131
1770,CYHZ,large_airport,Halifax / Stanfield International Airport,Halifax,CA,YHZ,CYHZ,44.8807983398,-63.5085983276
1773,CYIF,medium_airport,St Augustin Airport,St-Augustin,CA,YIF,CYIF,51.2117,-58.658298
1774,CYIK,small_airport,Ivujivik Airport,Ivujivik,CA,YIK,CYIK,62.417301,-77.925301
1775,CYIO,small_airport,Pond Inlet Airport,Pond Inlet,CA,YIO,CYIO,72.689494,-77.968941
1776,CYIV,medium_airport,Island Lake Airport,Island Lake,CA,YIV,CYIV,53.857200622558594,-94.65360260009766
1783,CYJT,medium_airport,Stephenville Dymond International Airport,Stephenville,CA,YJT,CYJT,48.54339,-58.552892
1784,CYKA,medium_airport,Kamloops John Moose Fulton Field Regional Airport,Kamloops,CA,YKA,CYKA,50.703038,-120.448641
1786,CYKD,small_airport,Aklavik/Freddie Carmichael Airport,Aklavik,CA,LAK,CYKD,68.223297,-135.00599
1787,CYKF,medium_airport,Region of Waterloo International Airport,Breslau,CA,YKF,CYKF,43.4608,-80.378601
1788,CYKG,small_airport,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,CA,YWB,CYKG,61.5886,-71.929398
1790,CYKL,medium_airport,Schefferville Airport,Schefferville,CA,YKL,CYKL,54.805301666259766,-66.8052978515625
1791,CYKO,small_airport,Akulivik Airport,Akulivik,CA,AKV,CYKO,60.8186,-78.148598
1343,CYKP,small_airport,Ogoki Post Airport,Ogoki Post,CA,YOG,CYKP,51.6585998535,-85.9017028809
1792,CYKQ,small_airport,Waskaganish Airport,Waskaganish,CA,YKQ,CYKQ,51.473301,-78.758301
1796,CYLA,small_airport,Aupaluk Airport,Aupaluk,CA,YPJ,CYLA,59.2967,-69.599701
1798,CYLC,small_airport,Kimmirut Airport,Kimmirut,CA,YLC,CYLC,62.848253,-69.877853
1800,CYLH,small_airport,Lansdowne House Airport,Lansdowne House,CA,YLH,CYLH,52.195599,-87.934196
1802,CYLK,small_airport,Lutselk'e Airport,Lutselk'e,CA,YSG,CYLK,62.417823,-110.682793
1803,CYLL,medium_airport,Lloydminster Airport,Lloydminster,CA,YLL,CYLL,53.3092,-110.072998
1293,CYLS,medium_airport,Barrie-Lake Simcoe Regional Airport,Barrie,CA,YLK,CYLS,44.485056,-79.554663
1807,CYLU,small_airport,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,CA,XGR,CYLU,58.711399,-65.992798
1808,CYLW,large_airport,Kelowna International Airport,Kelowna,CA,YLW,CYLW,49.9561,-119.377998
1812,CYMH,small_airport,Mary's Harbour Airport,Mary's Harbour,CA,YMH,CYMH,52.302837,-55.847433
1815,CYMM,medium_airport,Fort McMurray International Airport,Fort McMurray,CA,YMM,CYMM,56.653301,-111.222
1816,CYMO,medium_airport,Moosonee Airport,Moosonee,CA,YMO,CYMO,51.29109954833984,-80.60780334472656
1817,CYMT,medium_airport,Chapais Airport,Chibougamau,CA,YMT,CYMT,49.77190017700195,-74.5280990600586
1818,CYMU,small_airport,Umiujaq Airport,Umiujaq,CA,YUD,CYMU,56.536098,-76.518303
1820,CYMX,medium_airport,Montreal Mirabel International Airport,Montréal,CA,YMX,CYMX,45.679501,-74.038696
1822,CYNA,medium_airport,Natashquan Airport,Natashquan,CA,YNA,CYNA,50.190114,-61.78898
1823,CYNC,small_airport,Wemindji Airport,Wemindji,CA,YNC,CYNC,53.010601,-78.8311
1824,CYND,medium_airport,Ottawa / Gatineau Airport,Gatineau,CA,YND,CYND,45.521702,-75.563599
1825,CYNE,small_airport,Norway House Airport,Norway House,CA,YNE,CYNE,53.958302,-97.8442
1828,CYNL,medium_airport,Points North Landing Airport,Points North Landing,CA,YNL,CYNL,58.27669906616211,-104.08200073242188
1833,CYOC,small_airport,Old Crow Airport,Old Crow,CA,YOC,CYOC,67.570602,-139.839005
1835,CYOH,small_airport,Oxford House Airport,Oxford House,CA,YOH,CYOH,54.9333,-95.2789
1836,CYOJ,medium_airport,High Level Airport,High Level,CA,YOJ,CYOJ,58.62139892578125,-117.16500091552734
1840,CYOW,large_airport,Ottawa Macdonald-Cartier International Airport,Ottawa,CA,YOW,CYOW,45.322498,-75.669197
1842,CYPA,medium_airport,Prince Albert Glass Field,Prince Albert,CA,YPA,CYPA,53.2141990662,-105.672996521
1843,CYPC,small_airport,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,CA,YPC,CYPC,69.360838,-124.07547
1845,CYPE,medium_airport,Peace River Airport,Peace River,CA,YPE,CYPE,56.226898,-117.446999
1847,CYPH,small_airport,Inukjuak Airport,Inukjuak,CA,YPH,CYPH,58.471901,-78.076897
1848,CYPK,medium_airport,Pitt Meadows Regional Airport,Pitt Meadows,CA,,CYPK,49.21488,-122.709294
1849,CYPL,medium_airport,Pickle Lake Airport,Pickle Lake,CA,YPL,CYPL,51.4463996887207,-90.21420288085938
1850,CYPM,small_airport,Pikangikum Airport,Pikangikum,CA,YPM,CYPM,51.819698,-93.973297
1851,CYPN,medium_airport,Port-Menier Airport,Port-Menier,CA,YPN,CYPN,49.836399,-64.288597
1852,CYPO,small_airport,Peawanuck Airport,Peawanuck,CA,YPO,CYPO,54.987932,-85.442648
1854,CYPQ,medium_airport,Peterborough Regional Airport,Peterborough,CA,YPQ,CYPQ,44.232251,-78.362053
1855,CYPR,medium_airport,Prince Rupert Airport,Prince Rupert,CA,YPR,CYPR,54.2860984802,-130.445007324
1859,CYPW,medium_airport,Powell River Airport,Powell River,CA,YPW,CYPW,49.83420181274414,-124.5
1860,CYPX,medium_airport,Puvirnituq Airport,Puvirnituq,CA,YPX,CYPX,60.050598,-77.286903
1861,CYPY,medium_airport,Fort Chipewyan Airport,Fort Chipewyan,CA,YPY,CYPY,58.7672004699707,-111.11699676513672
1862,CYPZ,medium_airport,Burns Lake Airport,Burns Lake,CA,YPZ,CYPZ,54.3764,-125.950996
1863,CYQA,medium_airport,Muskoka Airport,Gravenhurst,CA,YQA,CYQA,44.975376,-79.306546
1864,CYQB,large_airport,Quebec Jean Lesage International Airport,Quebec,CA,YQB,CYQB,46.7911,-71.393303
1865,CYQD,medium_airport,The Pas Airport,The Pas,CA,YQD,CYQD,53.97140121459961,-101.09100341796876
1867,CYQG,medium_airport,Windsor International Airport,Windsor,CA,YQG,CYQG,42.2756,-82.955597
1868,CYQH,medium_airport,Watson Lake Airport,Watson Lake,CA,YQH,CYQH,60.116839,-128.821993
1870,CYQK,medium_airport,Kenora Airport,Kenora,CA,YQK,CYQK,49.78829956054688,-94.36309814453124
1871,CYQL,medium_airport,Lethbridge County Airport,Lethbridge,CA,YQL,CYQL,49.6302986145,-112.800003052
1872,CYQM,medium_airport,Greater Moncton Roméo LeBlanc International Airport,Moncton,CA,YQM,CYQM,46.113189,-64.67719
1873,CYQN,medium_airport,Nakina Airport,Nakina,CA,YQN,CYQN,50.18280029296875,-86.69640350341797
1874,CYQQ,medium_airport,Comox Valley International Airport / CFB Comox,Comox,CA,YQQ,CYQQ,49.7108,-124.887001
1875,CYQR,medium_airport,Regina International Airport,Regina,CA,YQR,CYQR,50.431938,-104.660906
1877,CYQT,medium_airport,Thunder Bay International Airport,Thunder Bay,CA,YQT,CYQT,48.371899,-89.323898
1878,CYQU,medium_airport,Grande Prairie Airport,Grande Prairie,CA,YQU,CYQU,55.1796989441,-118.885002136
1881,CYQX,medium_airport,Gander International Airport,Gander,CA,YQX,CYQX,48.936258,-54.567719
1882,CYQY,medium_airport,Sydney / J.A. Douglas McCurdy Airport,Sydney,CA,YQY,CYQY,46.161072,-60.049759
1883,CYQZ,medium_airport,Quesnel Airport,Quesnel,CA,YQZ,CYQZ,53.026100158691406,-122.51000213623048
1884,CYRA,small_airport,Rae Lakes Airport,Gamètì,CA,YRA,CYRA,64.116096,-117.309998
